,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
101,"[90.5859375, 370.8082580566406, -9.572725502948742e-06]","[125.44580459594727, 403.6647319793701, -0.012350760400295258]","[168.26238632202148, 412.13687896728516, -0.026763413101434708]","[203.6655616760254, 416.6192150115967, -0.048642855137586594]","[234.28028106689453, 429.6467971801758, -0.07576354593038559]","[200.78548431396484, 363.94062995910645, -0.04467242956161499]","[247.23310470581055, 364.7545051574707, -0.08518525213003159]","[279.2567443847656, 367.1275806427002, -0.11058308929204941]","[305.97524642944336, 370.1009273529053, -0.13847313821315765]","[192.89247512817383, 340.8311462402344, -0.06523174792528152]","[238.8655662536621, 329.2588520050049, -0.10704492777585983]","[272.62489318847656, 324.71317291259766, -0.13880644738674164]","[302.24754333496094, 320.5839443206787, -0.16401799023151398]","[175.93704223632812, 321.32057189941406, -0.09177951514720917]","[215.92668533325195, 299.3441963195801, -0.13451296091079712]","[246.93099975585938, 289.04093742370605, -0.16770558059215546]","[276.63829803466797, 283.5667419433594, -0.191515251994133]","[151.74298286437988, 306.1658477783203, -0.11441368609666824]","[169.4635009765625, 271.4088821411133, -0.15056870877742767]","[183.88397216796875, 248.1936264038086, -0.17304567992687225]","[199.97142791748047, 228.03640365600586, -0.1938476264476776]"
102,"[92.34851837158203, 389.5305919647217, -3.393026054254733e-05]","[124.65904235839844, 421.45042419433594, -0.008702147752046585]","[168.75545501708984, 430.0811004638672, -0.021924559026956558]","[204.75801467895508, 437.4503803253174, -0.0424831323325634]","[235.03334045410156, 452.4425411224365, -0.06957916170358658]","[202.76132583618164, 384.23709869384766, -0.04013180732727051]","[249.77153778076172, 384.78710174560547, -0.0789799690246582]","[282.7220916748047, 387.16833114624023, -0.10285206884145737]","[310.3452682495117, 389.95107650756836, -0.12652121484279633]","[194.34425354003906, 361.1829471588135, -0.06446696817874908]","[241.87707901000977, 350.722131729126, -0.10484912991523743]","[275.0213623046875, 346.9683837890625, -0.1376124918460846]","[303.33831787109375, 344.17436599731445, -0.16282720863819122]","[176.62593841552734, 341.4498996734619, -0.09520526230335236]","[219.29595947265625, 320.16271591186523, -0.1395093947649002]","[250.51246643066406, 309.6658229827881, -0.17259268462657928]","[280.22151947021484, 304.4173336029053, -0.1956423819065094]","[151.23940467834473, 325.86530685424805, -0.12099069356918335]","[171.0955810546875, 292.46389389038086, -0.15832382440567017]","[185.9476089477539, 269.96349334716797, -0.18067167699337006]","[202.4483871459961, 250.80562591552734, -0.19972734153270721]"
103,"[92.53923416137695, 398.4408473968506, -5.119185516377911e-05]","[123.75297546386719, 430.61193466186523, -0.012565887533128262]","[169.86007690429688, 441.0636234283447, -0.02775268256664276]","[207.78841018676758, 450.1830196380615, -0.04907416179776192]","[237.59056091308594, 467.32852935791016, -0.07828035205602646]","[205.45207977294922, 395.25678634643555, -0.030180472880601883]","[251.58206939697266, 396.5570068359375, -0.064865343272686]","[283.0885696411133, 398.4286594390869, -0.08622968196868896]","[310.23210525512695, 400.4711437225342, -0.10506781190633774]","[196.72260284423828, 371.3806915283203, -0.05453932285308838]","[244.45941925048828, 362.06377029418945, -0.08855368196964264]","[276.4765930175781, 359.47792053222656, -0.115531787276268]","[304.2810821533203, 357.9597759246826, -0.13605232536792755]","[178.7905502319336, 351.27991676330566, -0.08615898340940475]","[222.13130950927734, 331.1957359313965, -0.1278943568468094]","[254.35077667236328, 321.5988349914551, -0.15632101893424988]","[284.8352813720703, 316.8003273010254, -0.17802028357982635]","[152.86296844482422, 335.15098571777344, -0.11535218358039856]","[172.88827896118164, 304.0117835998535, -0.1535390466451645]","[187.99592971801758, 282.4384117126465, -0.17837294936180115]","[205.89088439941406, 263.4705448150635, -0.19857342541217804]"
104,"[85.57525634765625, 386.77056312561035, -2.1985282728564925e-05]","[121.14316940307617, 419.8184394836426, -0.015122411772608757]","[166.57350540161133, 431.55735969543457, -0.02716723456978798]","[203.81149291992188, 439.1362953186035, -0.04356485232710838]","[233.46168518066406, 451.3737201690674, -0.06755798310041428]","[199.10743713378906, 387.59164810180664, -0.03514357656240463]","[246.64684295654297, 388.6402988433838, -0.07267987728118896]","[277.0465850830078, 393.4262752532959, -0.09913337230682373]","[304.1292381286621, 397.83897399902344, -0.12181848287582397]","[192.5530242919922, 362.74011611938477, -0.05563279241323471]","[240.64916610717773, 354.19137954711914, -0.09231224656105042]","[274.98905181884766, 351.13795280456543, -0.12340889126062393]","[304.18628692626953, 348.9981937408447, -0.14783912897109985]","[176.54584884643555, 341.4353942871094, -0.08138477057218552]","[220.45326232910156, 323.45020294189453, -0.12048464268445969]","[251.64505004882812, 315.43922424316406, -0.1491723507642746]","[278.5579490661621, 310.480899810791, -0.1733987033367157]","[151.81468963623047, 324.3644714355469, -0.10762248188257217]","[173.0643653869629, 295.20718574523926, -0.14224964380264282]","[189.79257583618164, 276.47192001342773, -0.16829057037830353]","[206.32144927978516, 260.0994873046875, -0.18804004788398743]"
105,"[85.73306083679199, 370.1946258544922, 6.746965664206073e-05]","[121.07505798339844, 399.46020126342773, -0.015502363443374634]","[165.69520950317383, 411.9068241119385, -0.031212152913212776]","[199.80548858642578, 421.3702583312988, -0.05098162963986397]","[229.38064575195312, 432.3233127593994, -0.07536210119724274]","[198.9215850830078, 365.30917167663574, -0.05196550115942955]","[244.66278076171875, 362.5418472290039, -0.08938248455524445]","[274.25994873046875, 365.6301498413086, -0.12009665369987488]","[300.3362846374512, 370.632905960083, -0.14507202804088593]","[191.43529891967773, 340.38305282592773, -0.0723644345998764]","[237.21233367919922, 328.32953453063965, -0.116172656416893]","[270.42673110961914, 323.98807525634766, -0.15475675463676453]","[300.5537414550781, 319.755334854126, -0.18121281266212463]","[174.4115447998047, 320.09410858154297, -0.09566165506839752]","[216.22507095336914, 299.14501190185547, -0.13271938264369965]","[247.83624649047852, 291.7316436767578, -0.16532735526561737]","[274.76972579956055, 286.9050407409668, -0.19136859476566315]","[148.43117713928223, 304.87292289733887, -0.11756820976734161]","[168.50528717041016, 272.6618957519531, -0.1527377814054489]","[185.99388122558594, 252.192964553833, -0.17912499606609344]","[203.59996795654297, 233.83599758148193, -0.1959708333015442]"
106,"[84.94373321533203, 343.9388179779053, 5.262646664050408e-05]","[122.17281341552734, 372.4585247039795, -0.013168043456971645]","[167.02150344848633, 384.8521327972412, -0.030072640627622604]","[199.46014404296875, 394.93855476379395, -0.048961907625198364]","[227.11824417114258, 404.79955673217773, -0.07088214159011841]","[198.5062026977539, 333.4412384033203, -0.06397496908903122]","[245.00831604003906, 328.0928421020508, -0.10153224319219589]","[275.68187713623047, 329.4264221191406, -0.13331925868988037]","[301.9679260253906, 332.9065704345703, -0.15964294970035553]","[188.3247947692871, 309.72341537475586, -0.08794330060482025]","[235.3922462463379, 295.85503578186035, -0.1406111866235733]","[269.8210906982422, 288.4332847595215, -0.18629099428653717]","[301.92874908447266, 281.22161865234375, -0.21858251094818115]","[168.6433982849121, 291.4675712585449, -0.11295013874769211]","[210.42951583862305, 268.6197280883789, -0.15898171067237854]","[241.63591384887695, 257.9168701171875, -0.19525748491287231]","[269.2064094543457, 249.8305320739746, -0.2267937958240509]","[141.6584873199463, 279.8187446594238, -0.13443228602409363]","[161.5439224243164, 249.49336051940918, -0.17069925367832184]","[178.7670135498047, 230.0901460647583, -0.19365061819553375]","[196.9791603088379, 211.27437114715576, -0.20977234840393066]"
107,"[84.21147346496582, 313.9076614379883, 0.00010099473729496822]","[121.66877746582031, 340.13068199157715, -0.012187611311674118]","[167.31468200683594, 353.34720611572266, -0.03416654095053673]","[200.40067672729492, 363.8807487487793, -0.05814499780535698]","[229.69038009643555, 372.56999015808105, -0.08637647330760956]","[199.93587493896484, 301.87914848327637, -0.06835217028856277]","[245.20343780517578, 298.17243576049805, -0.10320638865232468]","[275.5131721496582, 298.7142562866211, -0.13068458437919617]","[302.0026969909668, 300.69926261901855, -0.15520581603050232]","[190.2977752685547, 278.46364974975586, -0.0926978588104248]","[236.8962860107422, 268.5530090332031, -0.14281509816646576]","[271.26522064208984, 262.49402046203613, -0.18606600165367126]","[304.50937271118164, 254.9894142150879, -0.21979758143424988]","[171.26501083374023, 260.4476737976074, -0.11890237778425217]","[212.78085708618164, 239.87122535705566, -0.1646294742822647]","[245.04074096679688, 229.12671089172363, -0.2000969648361206]","[273.8467788696289, 219.56603050231934, -0.23503093421459198]","[145.25227546691895, 249.39162254333496, -0.14032579958438873]","[165.56230545043945, 221.07191562652588, -0.17541289329528809]","[184.01119232177734, 201.44896030426025, -0.19608978927135468]","[203.77252578735352, 181.5413761138916, -0.2122020572423935]"
108,"[83.93104553222656, 278.86865615844727, 2.6654024622985162e-05]","[122.43346214294434, 307.0103645324707, -0.008530710823833942]","[169.35710906982422, 320.7374095916748, -0.024247366935014725]","[203.08528900146484, 330.29754638671875, -0.044319286942481995]","[232.1755599975586, 343.00546646118164, -0.06814552843570709]","[203.00708770751953, 269.4656181335449, -0.05717609450221062]","[245.26552200317383, 265.3845405578613, -0.09389197826385498]","[275.7146644592285, 266.2215042114258, -0.12001702934503555]","[301.70440673828125, 267.81137466430664, -0.14128346741199493]","[196.33155822753906, 244.79890823364258, -0.08074315637350082]","[241.24961853027344, 235.8651351928711, -0.13199110329151154]","[276.4672660827637, 230.08492469787598, -0.1712975651025772]","[310.9823989868164, 223.23861122131348, -0.20370256900787354]","[181.4646339416504, 224.99095916748047, -0.10528095066547394]","[223.17428588867188, 207.85042762756348, -0.15145187079906464]","[256.26033782958984, 199.5596408843994, -0.18262021243572235]","[285.9175109863281, 192.2754192352295, -0.21182656288146973]","[160.2545928955078, 211.00039958953857, -0.1260356307029724]","[190.3069305419922, 188.15411567687988, -0.1637827306985855]","[215.68401336669922, 174.01086330413818, -0.17891047894954681]","[241.19083404541016, 160.0226926803589, -0.1921895295381546]"
109,"[90.85432052612305, 256.7666816711426, 7.456206367351115e-05]","[129.2824363708496, 280.5018138885498, -0.014863659627735615]","[173.78467559814453, 293.9231014251709, -0.03962572664022446]","[205.17032623291016, 305.57753562927246, -0.06813064217567444]","[230.24702072143555, 317.62707710266113, -0.10240012407302856]","[210.7076644897461, 239.70673084259033, -0.05384813994169235]","[253.71471405029297, 237.83949851989746, -0.090939000248909]","[281.15028381347656, 240.09696006774902, -0.12128949165344238]","[305.11266708374023, 242.96244621276855, -0.14363890886306763]","[201.95484161376953, 216.14861011505127, -0.0778428465127945]","[246.87688827514648, 204.61010456085205, -0.126589834690094]","[279.71858978271484, 197.58264541625977, -0.1656050682067871]","[312.02213287353516, 189.91235733032227, -0.19140204787254333]","[183.30394744873047, 198.80468845367432, -0.10420317947864532]","[222.21385955810547, 176.15638732910156, -0.1487877517938614]","[250.9038543701172, 163.86857986450195, -0.1819847822189331]","[277.62969970703125, 153.83508682250977, -0.20779787003993988]","[157.0787811279297, 188.2290744781494, -0.12721630930900574]","[176.0604476928711, 160.3184938430786, -0.16164638102054596]","[192.33421325683594, 141.70703887939453, -0.1789606809616089]","[210.5640411376953, 122.9580545425415, -0.18697866797447205]"
110,"[95.13859748840332, 234.35937881469727, 2.2860234821564518e-05]","[131.39689445495605, 260.64242362976074, -0.023630758747458458]","[176.49919509887695, 272.19457626342773, -0.0415777713060379]","[209.99706268310547, 281.5762138366699, -0.05951431021094322]","[234.07806396484375, 292.9570198059082, -0.08240650594234467]","[214.0585708618164, 221.96170806884766, -0.05852512642741203]","[259.255428314209, 216.9664478302002, -0.09216485172510147]","[287.5106430053711, 215.4000949859619, -0.11766031384468079]","[313.2329559326172, 215.0846242904663, -0.1376870721578598]","[206.973876953125, 195.76213359832764, -0.0739724412560463]","[252.31752395629883, 183.2300090789795, -0.11665594577789307]","[284.54837799072266, 175.76797485351562, -0.1496414691209793]","[314.85504150390625, 169.23152446746826, -0.1745332032442093]","[189.5869255065918, 175.8717155456543, -0.09395308047533035]","[229.23425674438477, 152.48441219329834, -0.1355644315481186]","[258.5259246826172, 140.06340980529785, -0.166610985994339]","[284.8617172241211, 131.02704048156738, -0.19379620254039764]","[163.18853378295898, 162.11955070495605, -0.11270637810230255]","[181.8155288696289, 131.03290557861328, -0.14565914869308472]","[195.88729858398438, 110.10319232940674, -0.1655624806880951]","[211.41551971435547, 90.20843982696533, -0.18075884878635406]"
111,"[98.35883140563965, 213.50269317626953, -2.2836919015389867e-05]","[132.29066848754883, 240.52448272705078, -0.03159421682357788]","[177.70952224731445, 254.08833503723145, -0.050918854773044586]","[213.5226058959961, 263.73284339904785, -0.06906145811080933]","[237.95143127441406, 278.3419704437256, -0.09179957211017609]","[216.6987419128418, 204.6682834625244, -0.06026148423552513]","[261.7081069946289, 203.23834419250488, -0.09269492328166962]","[290.0572204589844, 203.7611961364746, -0.11704377830028534]","[316.7679023742676, 204.16668891906738, -0.13776619732379913]","[211.11377716064453, 177.82044410705566, -0.06861333549022675]","[256.5983772277832, 167.75705337524414, -0.10384907573461533]","[288.3507537841797, 161.80357933044434, -0.13342507183551788]","[317.2093200683594, 155.8236837387085, -0.15592852234840393]","[195.16902923583984, 156.30932807922363, -0.08089137077331543]","[233.98544311523438, 134.8870325088501, -0.1174836978316307]","[262.08627700805664, 123.31406593322754, -0.147046759724617]","[288.29471588134766, 114.04053211212158, -0.17396101355552673]","[169.68271255493164, 139.97600555419922, -0.09397321194410324]","[188.61404418945312, 109.79475975036621, -0.12399713695049286]","[202.74980545043945, 89.52230930328369, -0.14664515852928162]","[218.70899200439453, 69.9929666519165, -0.1653345674276352]"
112,"[101.50860786437988, 207.5152587890625, -4.388731031212956e-05]","[134.32930946350098, 235.02073287963867, -0.025557538494467735]","[180.57514190673828, 246.190767288208, -0.043011780828237534]","[218.1172752380371, 255.413818359375, -0.061153337359428406]","[242.70740509033203, 272.70166397094727, -0.08554325997829437]","[218.77483367919922, 199.79907989501953, -0.047874897718429565]","[263.27592849731445, 198.87757301330566, -0.08321899175643921]","[291.3664245605469, 198.19629192352295, -0.10584592819213867]","[318.04439544677734, 196.1998987197876, -0.12393411993980408]","[212.87399291992188, 172.57880687713623, -0.06003894284367561]","[258.6528205871582, 162.15095043182373, -0.0931987389922142]","[290.8247375488281, 155.37109851837158, -0.1187148466706276]","[319.02339935302734, 149.1031265258789, -0.1386031061410904]","[197.1613883972168, 150.1419496536255, -0.07743648439645767]","[236.58111572265625, 128.85852813720703, -0.11483166366815567]","[265.1322937011719, 116.76532745361328, -0.1412242203950882]","[291.6280174255371, 107.10023403167725, -0.16180865466594696]","[172.09657669067383, 132.37006187438965, -0.09507207572460175]","[192.84645080566406, 101.8095874786377, -0.1258520483970642]","[207.87841796875, 80.8428168296814, -0.14635471999645233]","[224.1271209716797, 60.97709655761719, -0.16289015114307404]"
113,"[104.49859619140625, 209.81045722961426, -4.5288270484888926e-05]","[136.55324935913086, 236.09498977661133, -0.027009597048163414]","[181.27405166625977, 247.6454257965088, -0.04726891219615936]","[219.93619918823242, 257.2642707824707, -0.0694245994091034]","[244.7747039794922, 272.27771759033203, -0.09691976010799408]","[219.37532424926758, 200.01647472381592, -0.04390961676836014]","[263.59561920166016, 197.23910808563232, -0.08080736547708511]","[291.5158462524414, 194.83952522277832, -0.10541431605815887]","[317.90199279785156, 191.74431324005127, -0.12458538264036179]","[212.9612922668457, 173.49749565124512, -0.05606213957071304]","[258.872013092041, 162.22031593322754, -0.08861221373081207]","[291.3324165344238, 155.73364734649658, -0.11531119793653488]","[320.6134796142578, 149.87907886505127, -0.13896630704402924]","[197.29293823242188, 151.81262969970703, -0.07412324845790863]","[234.9554443359375, 129.64555263519287, -0.10906048864126205]","[261.59812927246094, 117.13718175888062, -0.1352880299091339]","[287.6993751525879, 107.23618268966675, -0.15689779818058014]","[173.35081100463867, 134.49156761169434, -0.09258019179105759]","[192.64930725097656, 103.84364604949951, -0.12442175298929214]","[206.37500762939453, 83.27209711074829, -0.14552436769008636]","[222.8988265991211, 63.991312980651855, -0.16301153600215912]"
114,"[102.56904602050781, 214.3390703201294, -6.024397589499131e-05]","[138.23847770690918, 242.65299797058105, -0.025363409891724586]","[184.25905227661133, 254.88698959350586, -0.04290173202753067]","[221.0924530029297, 258.04341316223145, -0.06632199138402939]","[248.7620735168457, 267.73406982421875, -0.09231369197368622]","[223.4648895263672, 207.25101470947266, 0.004782163538038731]","[258.30474853515625, 197.39121437072754, -0.025748100131750107]","[276.1714553833008, 192.18760013580322, -0.05245249718427658]","[291.1868667602539, 188.57006549835205, -0.07265964895486832]","[214.99113082885742, 181.7492437362671, -0.007702548988163471]","[250.6379508972168, 168.3283281326294, -0.030467089265584946]","[272.17906951904297, 161.2788963317871, -0.057024646550416946]","[291.4648628234863, 157.33221530914307, -0.08099421113729477]","[198.29896926879883, 160.63762664794922, -0.03009205311536789]","[231.83364868164062, 141.94348812103271, -0.05877868831157684]","[254.52159881591797, 133.72361183166504, -0.08725444227457047]","[275.6808853149414, 128.92517566680908, -0.10782899707555771]","[173.3500862121582, 143.05625438690186, -0.0550537146627903]","[193.3307647705078, 118.59180450439453, -0.08383378386497498]","[209.03560638427734, 105.21406173706055, -0.10752136260271072]","[225.91215133666992, 94.97997522354126, -0.12849567830562592]"
115,"[106.5914249420166, 220.91078281402588, -7.748117059236392e-05]","[146.1527442932129, 248.21125030517578, -0.01106317900121212]","[190.4136085510254, 259.3707847595215, -0.024006662890315056]","[225.28560638427734, 257.8979015350342, -0.04643530771136284]","[256.2325859069824, 261.2603187561035, -0.06664213538169861]","[219.52093124389648, 224.19156074523926, 0.02074047364294529]","[255.40948867797852, 216.4024543762207, -0.024363365024328232]","[265.4340171813965, 211.70866012573242, -0.08052494376897812]","[259.25086975097656, 212.38687992095947, -0.11989877372980118]","[212.81112670898438, 200.57710647583008, 0.005428732838481665]","[251.73391342163086, 186.4577865600586, -0.04290264472365379]","[261.8372344970703, 185.11309146881104, -0.09825771301984787]","[253.13365936279297, 188.79614353179932, -0.13296197354793549]","[199.11209106445312, 180.07673263549805, -0.018373316153883934]","[234.47343826293945, 162.6822280883789, -0.05463113263249397]","[242.9145050048828, 161.74211025238037, -0.09430540353059769]","[237.20802307128906, 166.278977394104, -0.11857868731021881]","[177.8829002380371, 160.70706367492676, -0.0435011051595211]","[200.31055450439453, 141.6445255279541, -0.07272036373615265]","[211.30788803100586, 135.37559509277344, -0.09874146431684494]","[213.69626998901367, 133.87252807617188, -0.11816291511058807]"
116,"[115.24858474731445, 228.1419324874878, -6.560947076650336e-05]","[155.49124717712402, 258.810396194458, -0.010531270876526833]","[200.3227424621582, 263.56327056884766, -0.022143665701150894]","[237.05209732055664, 254.87860679626465, -0.046387236565351486]","[266.21070861816406, 251.10445976257324, -0.05958988517522812]","[227.16007232666016, 231.91381931304932, 0.033253639936447144]","[263.543758392334, 219.71916675567627, -0.02204829454421997]","[235.36306381225586, 231.60786151885986, -0.04645155370235443]","[215.4737663269043, 237.16944694519043, -0.04152623936533928]","[218.4730339050293, 210.03034114837646, 0.018044158816337585]","[256.7300224304199, 197.50996112823486, -0.054264262318611145]","[222.98192977905273, 215.1624870300293, -0.079182468354702]","[206.75148010253906, 217.63525485992432, -0.06637929379940033]","[204.24243927001953, 189.6639060974121, -0.0065460833720862865]","[241.39278411865234, 175.91729164123535, -0.0640820562839508]","[212.90090560913086, 198.34402084350586, -0.07438667863607407]","[197.56406784057617, 204.6873664855957, -0.05772565305233002]","[183.27770233154297, 169.23531532287598, -0.03244219347834587]","[211.55197143554688, 161.05135917663574, -0.06359903514385223]","[195.30473709106445, 179.6843147277832, -0.07614096254110336]","[180.8144760131836, 187.02539920806885, -0.07066375017166138]"
117,"[115.20684242248535, 240.46626091003418, -8.377546328119934e-05]","[156.33962631225586, 265.8207607269287, -0.006038657855242491]","[201.95350646972656, 272.36729621887207, -0.022979680448770523]","[239.09759521484375, 264.1834259033203, -0.05130615457892418]","[261.51268005371094, 246.53523445129395, -0.06898016482591629]","[228.82827758789062, 237.41692543029785, 0.03550998121500015]","[260.1385688781738, 228.20094108581543, -0.011504367925226688]","[232.86293029785156, 242.67528533935547, -0.02559633180499077]","[216.36198043823242, 246.23376846313477, -0.017857644706964493]","[219.38592910766602, 217.22333908081055, 0.016952231526374817]","[249.30084228515625, 208.92083644866943, -0.04614918306469917]","[215.95455169677734, 229.99820709228516, -0.06309379637241364]","[204.23357009887695, 229.68043327331543, -0.05157630890607834]","[205.0155258178711, 197.8260326385498, -0.010577831417322159]","[231.87244415283203, 192.18671321868896, -0.06266015768051147]","[201.9994354248047, 214.33183193206787, -0.06220603734254837]","[190.36094665527344, 214.17217254638672, -0.0461488701403141]","[185.57899475097656, 178.3749532699585, -0.03908497467637062]","[209.9734878540039, 177.7774715423584, -0.0638200119137764]","[191.8120002746582, 195.32135009765625, -0.06401252746582031]","[179.3509292602539, 196.0633420944214, -0.05615978688001633]"
118,"[117.54449844360352, 245.99358558654785, -7.525177352363244e-05]","[159.33526039123535, 269.4894504547119, -0.0006108674569986761]","[203.68640899658203, 276.9496536254883, -0.018250197172164917]","[240.64998626708984, 270.5013656616211, -0.04859337955713272]","[262.9823684692383, 252.2010898590088, -0.06964492052793503]","[228.09112548828125, 241.5666103363037, 0.042454514652490616]","[258.3304023742676, 234.06354904174805, -0.002045505912974477]","[232.19341278076172, 247.9753303527832, -0.017188478261232376]","[217.14738845825195, 251.06718063354492, -0.011128084734082222]","[218.45401763916016, 222.26513385772705, 0.020477987825870514]","[248.00071716308594, 215.4931926727295, -0.04191716015338898]","[215.65412521362305, 235.8076286315918, -0.05903143435716629]","[205.46293258666992, 234.28449153900146, -0.048768602311611176]","[204.48200225830078, 203.33155632019043, -0.009833239950239658]","[230.84476470947266, 199.44628715515137, -0.05956755205988884]","[201.25865936279297, 221.63410663604736, -0.056482940912246704]","[190.40252685546875, 220.59688568115234, -0.03806326538324356]","[185.6805419921875, 184.62003707885742, -0.04075736925005913]","[209.1425895690918, 185.98382949829102, -0.06201399862766266]","[191.4786148071289, 203.85636806488037, -0.05827809125185013]","[179.9460792541504, 203.50672245025635, -0.047525569796562195]"
119,"[119.51095581054688, 246.85134887695312, -6.553302227985114e-05]","[160.8228874206543, 271.353178024292, -0.004147177562117577]","[204.26519393920898, 279.0677833557129, -0.022193027660250664]","[241.9440460205078, 272.6063346862793, -0.04948364943265915]","[264.91899490356445, 253.98330688476562, -0.06654249876737595]","[229.99801635742188, 240.20201683044434, 0.04257744923233986]","[258.1073760986328, 236.21917247772217, 0.003859390737488866]","[229.5992660522461, 249.0039825439453, -0.0023900505620986223]","[216.21883392333984, 250.24907112121582, 0.00860867090523243]","[220.17654418945312, 221.53776168823242, 0.023657238110899925]","[248.33223342895508, 217.82604217529297, -0.03585236147046089]","[212.90470123291016, 236.8983507156372, -0.04574962332844734]","[206.3838005065918, 233.50979804992676, -0.03098836913704872]","[206.26529693603516, 203.66055965423584, -0.0038687135092914104]","[230.72664260864258, 203.30811023712158, -0.05429552495479584]","[198.7757110595703, 224.25353050231934, -0.04623736813664436]","[191.57903671264648, 220.70790767669678, -0.02503192238509655]","[188.0527114868164, 186.4170742034912, -0.032215237617492676]","[210.29441833496094, 190.6032657623291, -0.054316550493240356]","[190.19983291625977, 207.2627878189087, -0.046875301748514175]","[180.64109802246094, 204.06030178070068, -0.032857492566108704]"
120,"[121.00102424621582, 246.30409240722656, -5.8939276641467586e-05]","[158.67460250854492, 271.58437728881836, -0.010481839068233967]","[201.90988540649414, 279.9141597747803, -0.02922636829316616]","[239.24610137939453, 273.27775955200195, -0.055649951100349426]","[264.0869903564453, 255.4492950439453, -0.07431298494338989]","[228.33322525024414, 241.9808292388916, 0.037233125418424606]","[257.79727935791016, 236.48394584655762, -0.0013903466751798987]","[231.10103607177734, 248.89254570007324, -0.015654655173420906]","[214.76144790649414, 251.6037940979004, -0.011238239705562592]","[218.96528244018555, 223.0173683166504, 0.02191537618637085]","[248.48228454589844, 217.05897331237793, -0.032980263233184814]","[214.5387077331543, 235.60572624206543, -0.04575261101126671]","[203.70609283447266, 234.79286670684814, -0.034041233360767365]","[205.45940399169922, 204.83116149902344, -0.0016114661702886224]","[232.14838027954102, 202.25046157836914, -0.04739730432629585]","[201.43882751464844, 222.05493450164795, -0.042680397629737854]","[190.20904541015625, 220.68616390228271, -0.024832939729094505]","[187.5164794921875, 186.80372714996338, -0.026708833873271942]","[211.24465942382812, 188.79454135894775, -0.048380833119153976]","[192.11544036865234, 204.33899402618408, -0.04289775341749191]","[180.494384765625, 202.82710075378418, -0.0297581534832716]"
121,"[123.17432403564453, 252.27367401123047, -5.603431782219559e-05]","[159.47946548461914, 275.4939079284668, -0.006174883339554071]","[203.8262176513672, 280.6194019317627, -0.023188341408967972]","[239.90423202514648, 273.07966232299805, -0.049493201076984406]","[264.8512649536133, 255.00629425048828, -0.06938724964857101]","[227.83130645751953, 240.8013153076172, 0.04044390097260475]","[256.72237396240234, 233.9026165008545, 0.0009521539905108511]","[231.9578742980957, 247.88077354431152, -0.02029258944094181]","[213.34138870239258, 251.96205139160156, -0.021107831969857216]","[217.94416427612305, 223.59681129455566, 0.023220064118504524]","[247.70706176757812, 216.29802703857422, -0.028312923386693]","[216.29077911376953, 237.01163291931152, -0.044061239808797836]","[201.67213439941406, 237.85632133483887, -0.03574327379465103]","[203.55390548706055, 206.5733242034912, -0.002301770029589534]","[231.55542373657227, 201.95498943328857, -0.04506402462720871]","[203.00161361694336, 224.14745807647705, -0.04264512658119202]","[188.70283126831055, 225.03858089447021, -0.028065312653779984]","[184.37156677246094, 189.5068073272705, -0.028281886130571365]","[209.25106048583984, 191.6941738128662, -0.05109622702002525]","[191.64566040039062, 208.75386714935303, -0.048436615616083145]","[178.74334335327148, 208.40945720672607, -0.03954561799764633]"
122,"[120.59866905212402, 274.87515449523926, -5.5827047617640346e-05]","[155.41051864624023, 292.1851444244385, -0.009571569040417671]","[200.63323974609375, 290.91078758239746, -0.028583286330103874]","[236.0186767578125, 281.5115547180176, -0.05942431837320328]","[258.6922073364258, 261.5792942047119, -0.08188322931528091]","[218.0038070678711, 250.45726776123047, 0.014389163814485073]","[249.71065521240234, 236.59857273101807, -0.03232724964618683]","[229.30912017822266, 257.20327377319336, -0.042097631841897964]","[214.1682243347168, 265.27527809143066, -0.029892070218920708]","[205.73480606079102, 233.21753025054932, -0.003543443977832794]","[237.34766006469727, 222.03088760375977, -0.06704125553369522]","[214.85559463500977, 249.23884391784668, -0.08286900073289871]","[200.86288452148438, 254.98300552368164, -0.06940187513828278]","[188.83417129516602, 217.58867740631104, -0.029545286670327187]","[218.64831924438477, 207.54218101501465, -0.08412045985460281]","[199.76634979248047, 236.6394853591919, -0.08446244150400162]","[186.02676391601562, 244.48405265808105, -0.06810890138149261]","[167.89257049560547, 203.74938011169434, -0.05634472146630287]","[196.96022033691406, 198.05949211120605, -0.0895325317978859]","[185.84362030029297, 221.1150598526001, -0.09677215665578842]","[172.4587631225586, 229.90163326263428, -0.09298063069581985]"
