,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
35,"[172.36446380615234, 381.15294456481934, -2.8094462322769687e-05]","[207.32471466064453, 398.88187408447266, -0.026465320959687233]","[248.7489891052246, 398.2770252227783, -0.06658586114645004]","[274.1560745239258, 388.15263748168945, -0.11043089628219604]","[282.7156448364258, 365.0032138824463, -0.14784616231918335]","[262.0202445983887, 341.08031272888184, -0.044326987117528915]","[281.1501693725586, 346.1122226715088, -0.10793151706457138]","[266.11507415771484, 369.8463535308838, -0.11867482960224152]","[253.91290664672852, 381.6177749633789, -0.10714807361364365]","[243.16341400146484, 323.1222724914551, -0.06352317333221436]","[257.43669509887695, 336.6475296020508, -0.137212872505188]","[238.03350448608398, 363.73889923095703, -0.15385395288467407]","[225.7649803161621, 369.18588638305664, -0.14940200746059418]","[219.60630416870117, 313.43530654907227, -0.08773615211248398]","[234.06326293945312, 330.8453178405762, -0.14893245697021484]","[217.04214096069336, 355.70491790771484, -0.15008333325386047]","[205.7339859008789, 361.0780906677246, -0.1403343379497528]","[194.07060623168945, 309.21112060546875, -0.11527720093727112]","[206.2014389038086, 323.19966316223145, -0.14328794181346893]","[198.02431106567383, 344.2166805267334, -0.14262302219867706]","[191.15345001220703, 352.2118091583252, -0.13969139754772186]"
36,"[169.44412231445312, 403.3219528198242, -9.273485193261877e-05]","[200.85189819335938, 420.15881538391113, -0.02203987166285515]","[241.5483856201172, 417.8907108306885, -0.05877065286040306]","[269.79501724243164, 407.52081871032715, -0.0998554676771164]","[285.1329231262207, 387.2083854675293, -0.13856470584869385]","[257.43425369262695, 357.1406936645508, -0.031606245785951614]","[283.0071258544922, 364.6786594390869, -0.0916757881641388]","[269.0514373779297, 385.8933734893799, -0.11260279268026352]","[255.88193893432617, 394.64372634887695, -0.10920654982328415]","[239.6364402770996, 341.28610610961914, -0.050308506935834885]","[255.26758193969727, 358.72426986694336, -0.12357483059167862]","[234.00632858276367, 385.91073989868164, -0.13855071365833282]","[222.53124237060547, 388.1243705749512, -0.13020889461040497]","[215.71069717407227, 333.56712341308594, -0.073838971555233]","[230.20200729370117, 353.79990577697754, -0.13561590015888214]","[212.68232345581055, 378.41222763061523, -0.13552825152873993]","[202.72821426391602, 380.5637454986572, -0.1219247430562973]","[189.26918029785156, 329.4034194946289, -0.10206148028373718]","[202.0395851135254, 345.0412845611572, -0.13413648307323456]","[194.3303680419922, 365.36118507385254, -0.13368341326713562]","[187.8070068359375, 370.40797233581543, -0.13035474717617035]"
37,"[166.11671447753906, 417.972936630249, -5.6167693401221186e-05]","[197.5257110595703, 435.6865882873535, -0.021550513803958893]","[241.0256004333496, 432.7046012878418, -0.060623038560152054]","[270.928955078125, 420.690393447876, -0.10426510870456696]","[281.49545669555664, 400.4282569885254, -0.1439293473958969]","[254.09109115600586, 368.2950210571289, -0.03153255209326744]","[281.25, 370.4216480255127, -0.09788259118795395]","[277.0023727416992, 389.3605899810791, -0.12502773106098175]","[268.90846252441406, 399.2804431915283, -0.1257651448249817]","[236.05234146118164, 351.20080947875977, -0.05001801997423172]","[254.6847915649414, 371.7542266845703, -0.1254621297121048]","[232.47209548950195, 400.20984649658203, -0.13002228736877441]","[221.229248046875, 398.53111267089844, -0.11271242797374725]","[211.00839614868164, 343.5348701477051, -0.07616844773292542]","[227.46644973754883, 366.2739086151123, -0.1399368941783905]","[208.86276245117188, 391.8545722961426, -0.12930543720722198]","[199.6971321105957, 390.1855659484863, -0.10958807170391083]","[183.3205223083496, 340.10902404785156, -0.10751370340585709]","[198.8128662109375, 359.33398246765137, -0.14050604403018951]","[190.72114944458008, 380.1577663421631, -0.13356472551822662]","[183.64757537841797, 381.19897842407227, -0.12507273256778717]"
38,"[156.27864837646484, 420.43481826782227, -2.7489701096783392e-05]","[194.3562889099121, 436.99344635009766, -0.008256373926997185]","[240.52644729614258, 435.73485374450684, -0.041602980345487595]","[274.1250991821289, 427.09550857543945, -0.08451440930366516]","[280.01617431640625, 401.84932708740234, -0.11748117953538895]","[253.0136489868164, 365.7898807525635, -0.007486115209758282]","[279.06578063964844, 378.8686466217041, -0.05481516942381859]","[260.7308006286621, 400.2058696746826, -0.05854623019695282]","[246.8462371826172, 404.6069812774658, -0.04718588665127754]","[234.6621322631836, 348.5702133178711, -0.03212909772992134]","[254.7454833984375, 372.64108657836914, -0.09686007350683212]","[229.12649154663086, 400.46055793762207, -0.09896212071180344]","[218.67046356201172, 395.8700752258301, -0.08168931305408478]","[210.77093124389648, 339.84503746032715, -0.0637083649635315]","[229.27162170410156, 366.54873847961426, -0.11564813554286957]","[208.5721206665039, 393.35795402526855, -0.1012537032365799]","[199.26923751831055, 387.94501304626465, -0.08330371975898743]","[184.53851699829102, 335.78596115112305, -0.09968281537294388]","[202.64440536499023, 359.8916530609131, -0.12276910245418549]","[191.87908172607422, 381.8954658508301, -0.11388468742370605]","[182.98828125, 378.6375904083252, -0.10734601318836212]"
39,"[148.18119049072266, 425.29701232910156, -7.555414777016267e-05]","[190.70114135742188, 437.4616241455078, 0.003763378132134676]","[238.72095108032227, 432.7883720397949, -0.02706773206591606]","[274.25048828125, 425.8922481536865, -0.06757226586341858]","[283.66600036621094, 404.0124034881592, -0.10155369341373444]","[246.79594039916992, 360.8105278015137, 0.001653627143241465]","[274.09828186035156, 375.93589782714844, -0.04568493738770485]","[263.41724395751953, 398.23805809020996, -0.06491067260503769]","[253.3355712890625, 405.01087188720703, -0.06785894185304642]","[229.30692672729492, 346.014404296875, -0.027942610904574394]","[251.9277572631836, 374.6096420288086, -0.08182909339666367]","[229.4075584411621, 400.53274154663086, -0.0886840745806694]","[218.2304573059082, 394.87595558166504, -0.08053065091371536]","[206.55433654785156, 340.09632110595703, -0.06289054453372955]","[226.81045532226562, 370.4142379760742, -0.10509659349918365]","[207.78745651245117, 395.5473804473877, -0.09238508343696594]","[197.3628807067871, 390.29897689819336, -0.08033623546361923]","[182.52948760986328, 340.9335994720459, -0.10005076974630356]","[200.12414932250977, 368.583927154541, -0.11628454923629761]","[190.0005340576172, 389.009370803833, -0.10243277996778488]","[180.6936264038086, 384.43370819091797, -0.09601101279258728]"
40,"[146.36505126953125, 412.9189109802246, -0.00013260453124530613]","[190.33489227294922, 421.0767459869385, 0.00451514171436429]","[236.3120460510254, 413.7825393676758, -0.02732478454709053]","[271.6775131225586, 409.21717643737793, -0.06754563748836517]","[285.46382904052734, 393.12068939208984, -0.10262051224708557]","[235.19956588745117, 342.9829216003418, -0.032108500599861145]","[270.3615379333496, 357.8052234649658, -0.07263097912073135]","[266.33386611938477, 383.28938484191895, -0.08142174780368805]","[256.61800384521484, 392.9982662200928, -0.08197198808193207]","[215.2468490600586, 335.81628799438477, -0.060727983713150024]","[249.22760009765625, 356.5635681152344, -0.09950201958417892]","[238.53586196899414, 384.2361831665039, -0.10316724330186844]","[226.04270935058594, 388.3491325378418, -0.09755577892065048]","[192.61611938476562, 338.3572196960449, -0.0913001000881195]","[224.8213005065918, 360.7552242279053, -0.12348153442144394]","[215.1872444152832, 386.4297866821289, -0.11164926737546921]","[202.95343399047852, 389.70176696777344, -0.10145974904298782]","[170.71645736694336, 350.1786231994629, -0.12279964238405228]","[195.61717987060547, 373.037052154541, -0.14278830587863922]","[191.67171478271484, 392.2719955444336, -0.13273730874061584]","[182.45494842529297, 393.7089729309082, -0.12305948138237]"
41,"[140.0179100036621, 392.030611038208, -0.00015018625708762556]","[193.4742546081543, 395.941743850708, 0.02959354966878891]","[235.73453903198242, 388.3197784423828, 0.007206768728792667]","[269.95044708251953, 386.1356449127197, -0.02522324211895466]","[293.74372482299805, 378.3662223815918, -0.05239680036902428]","[231.27906799316406, 320.8168888092041, -0.03508402407169342]","[262.80296325683594, 336.61683082580566, -0.06895577162504196]","[275.37363052368164, 355.42144775390625, -0.07664043456315994]","[279.505615234375, 369.1930103302002, -0.08107095956802368]","[217.07637786865234, 317.83387184143066, -0.07265671342611313]","[253.29219818115234, 352.72172927856445, -0.09478354454040527]","[243.90052795410156, 374.69581604003906, -0.07471060752868652]","[232.73473739624023, 376.1236381530762, -0.06318236887454987]","[199.71864700317383, 328.2664203643799, -0.11038798838853836]","[235.59322357177734, 364.94250297546387, -0.12884457409381866]","[224.4504165649414, 384.74315643310547, -0.09833928197622299]","[213.71307373046875, 384.708309173584, -0.08328916877508163]","[183.43685150146484, 348.09093475341797, -0.14558590948581696]","[210.9058380126953, 377.5227642059326, -0.16487771272659302]","[205.40008544921875, 393.1097602844238, -0.14926019310951233]","[195.33512115478516, 392.1250820159912, -0.13887719810009003]"
42,"[210.51885604858398, 246.62278175354004, -6.477129500126466e-05]","[244.31774139404297, 245.6787872314453, 0.06375054270029068]","[272.0739555358887, 247.32539176940918, 0.06050114706158638]","[293.5965156555176, 257.4942111968994, 0.04204973578453064]","[303.23150634765625, 266.66773796081543, 0.02124318853020668]","[292.18441009521484, 221.2298583984375, -0.0022024628706276417]","[322.9452896118164, 244.03223991394043, -0.0007489330600947142]","[321.6647720336914, 263.58189582824707, 0.013643886893987656]","[315.4827117919922, 271.0078525543213, 0.021164730191230774]","[285.6702995300293, 223.21738243103027, -0.04210231453180313]","[315.66389083862305, 268.20425033569336, -0.03196290135383606]","[302.2906684875488, 282.36562728881836, -0.0021952930837869644]","[288.42472076416016, 278.0369281768799, 0.007910497486591339]","[277.7899169921875, 233.69773864746094, -0.07593661546707153]","[303.97485733032227, 278.66621017456055, -0.054974183440208435]","[287.725887298584, 288.2872009277344, -0.01898093894124031]","[274.6698760986328, 282.41180419921875, -0.010927751660346985]","[267.92510986328125, 248.83249282836914, -0.10647866874933243]","[286.9303894042969, 287.2635555267334, -0.07423770427703857]","[275.85044860839844, 293.7425994873047, -0.049318913370370865]","[266.148681640625, 286.67120933532715, -0.04653649777173996]"
43,"[203.91376495361328, 245.044527053833, -8.09881676104851e-05]","[235.19197463989258, 235.8653211593628, 0.06687936186790466]","[263.9082145690918, 235.24585247039795, 0.06913767009973526]","[286.6168022155762, 244.1030502319336, 0.06148968264460564]","[301.1624336242676, 250.61081886291504, 0.05453895777463913]","[288.4490966796875, 212.55608081817627, -0.002917888108640909]","[316.50461196899414, 253.28478813171387, 0.027991121634840965]","[301.8251037597656, 265.2483558654785, 0.061392802745103836]","[291.6469955444336, 262.8009510040283, 0.07603041082620621]","[284.7743606567383, 218.9231300354004, -0.04072882980108261]","[307.7907180786133, 269.0140914916992, -0.009093151427805424]","[290.53064346313477, 276.0059452056885, 0.02326272800564766]","[281.6397476196289, 269.9963092803955, 0.030135512351989746]","[279.11582946777344, 231.44123554229736, -0.07099126279354095]","[297.48294830322266, 278.3301830291748, -0.034775957465171814]","[279.64731216430664, 282.20704078674316, -0.00411185622215271]","[270.7918930053711, 274.5439624786377, -0.001755493227392435]","[270.5237007141113, 246.45913124084473, -0.09724592417478561]","[281.59433364868164, 284.76250648498535, -0.06057463958859444]","[266.6840362548828, 286.3597011566162, -0.03891114890575409]","[257.86550521850586, 277.0689868927002, -0.037456244230270386]"
44,"[199.7018051147461, 247.0312786102295, -6.695324555039406e-05]","[229.84357833862305, 231.4484167098999, 0.07619958370923996]","[257.04479217529297, 227.83966541290283, 0.09320373833179474]","[278.587703704834, 235.59980392456055, 0.09822717308998108]","[291.3276481628418, 245.00186920166016, 0.10222114622592926]","[283.6832809448242, 209.219012260437, 0.02595529891550541]","[309.57481384277344, 248.5433292388916, 0.061564669013023376]","[299.28693771362305, 263.69112968444824, 0.09087972342967987]","[290.6997871398926, 264.68318939208984, 0.10371782630681992]","[282.7206611633301, 219.01386737823486, -0.010403362102806568]","[306.6745376586914, 265.2000045776367, 0.03285767510533333]","[292.8222465515137, 277.911958694458, 0.06403236091136932]","[282.9564094543457, 275.9623432159424, 0.07312330603599548]","[278.5270118713379, 233.74817848205566, -0.038392335176467896]","[297.67587661743164, 276.93148612976074, 0.004247590899467468]","[281.1915397644043, 286.0899066925049, 0.028308160603046417]","[270.18402099609375, 280.78064918518066, 0.030105436220765114]","[270.9794235229492, 249.81359481811523, -0.06137625128030777]","[282.68848419189453, 284.060754776001, -0.024661129340529442]","[268.4800910949707, 289.28492546081543, -0.006088403053581715]","[258.4339904785156, 282.32468605041504, -0.0033082272857427597]"
45,"[199.23656463623047, 248.30889701843262, -7.546575943706557e-05]","[227.1872329711914, 231.8310785293579, 0.08005401492118835]","[255.99847793579102, 227.66849040985107, 0.09784313291311264]","[280.3223991394043, 234.1531276702881, 0.10224119573831558]","[295.9472846984863, 242.62338638305664, 0.10690529644489288]","[280.77816009521484, 207.80407905578613, 0.027240034192800522]","[309.26231384277344, 247.70444869995117, 0.06901631504297256]","[298.9991760253906, 261.35759353637695, 0.10312759876251221]","[290.6399345397949, 260.25967597961426, 0.1195608600974083]","[279.4685363769531, 216.94822311401367, -0.009684010408818722]","[306.2451171875, 264.0969944000244, 0.04161782190203667]","[290.3575134277344, 275.6311225891113, 0.07732405513525009]","[280.0318717956543, 271.92798614501953, 0.08792945742607117]","[275.03089904785156, 232.20459938049316, -0.03828195109963417]","[297.09781646728516, 277.23249435424805, 0.01248929277062416]","[278.4016990661621, 285.5554962158203, 0.04118132218718529]","[266.92102432250977, 279.6089172363281, 0.04485567659139633]","[268.011531829834, 249.05324935913086, -0.06185522675514221]","[281.2678909301758, 285.1603031158447, -0.018835322931408882]","[265.8791160583496, 289.5933723449707, 0.0033138617873191833]","[255.94022750854492, 281.71457290649414, 0.008326554670929909]"
46,"[197.57274627685547, 244.55772399902344, -8.581579459132627e-05]","[227.20579147338867, 234.09974098205566, 0.07773233950138092]","[255.0078582763672, 231.19301319122314, 0.09379447996616364]","[277.04139709472656, 237.06815242767334, 0.09491272270679474]","[291.4455032348633, 242.8186798095703, 0.09679745137691498]","[279.52362060546875, 209.50299739837646, 0.027782045304775238]","[309.98361587524414, 247.12291717529297, 0.058723535388708115]","[300.4426956176758, 263.91929626464844, 0.08694421499967575]","[291.9586181640625, 265.76637268066406, 0.10119350999593735]","[276.4547920227051, 215.96074104309082, -0.012421675026416779]","[306.6973114013672, 261.2024116516113, 0.025297565385699272]","[291.932373046875, 276.4130687713623, 0.05766129121184349]","[280.77478408813477, 275.2635383605957, 0.0708947703242302]","[270.8746910095215, 228.8417673110962, -0.046246860176324844]","[298.0254364013672, 271.73192024230957, -0.006752640474587679]","[280.3431510925293, 284.2115592956543, 0.020080646499991417]","[267.4449157714844, 281.1104106903076, 0.025013448670506477]","[262.4822425842285, 244.5710563659668, -0.07477489858865738]","[281.6706085205078, 279.4419479370117, -0.03816518187522888]","[267.1092414855957, 287.65082359313965, -0.015485787764191628]","[255.5276107788086, 282.9891586303711, -0.010035189799964428]"
47,"[193.11782836914062, 240.11306762695312, -6.213221786310896e-05]","[220.80341339111328, 232.0802879333496, 0.08075398951768875]","[244.698486328125, 222.7523374557495, 0.09561634063720703]","[262.4407958984375, 217.05149173736572, 0.09242148697376251]","[270.76921463012695, 208.58083248138428, 0.09392865002155304]","[279.0933609008789, 211.05272769927979, 0.03154521808028221]","[307.44211196899414, 251.7443561553955, 0.05880463123321533]","[294.374942779541, 266.32266998291016, 0.08661232888698578]","[283.1291961669922, 265.076379776001, 0.09796137362718582]","[276.0206985473633, 213.93849849700928, -0.013008799403905869]","[303.5390090942383, 264.1801357269287, 0.015901099890470505]","[285.2604293823242, 275.46730041503906, 0.04692351445555687]","[272.6742362976074, 269.8981189727783, 0.0589526891708374]","[269.5806694030762, 223.8923978805542, -0.05146405100822449]","[294.7283744812012, 271.53310775756836, -0.018720678985118866]","[273.97571563720703, 280.6604862213135, 0.00921754539012909]","[260.9235382080078, 273.74945640563965, 0.013443748466670513]","[260.4099464416504, 237.38316535949707, -0.08318817615509033]","[277.37680435180664, 275.6114673614502, -0.049252718687057495]","[261.02930068969727, 281.2957191467285, -0.024243861436843872]","[248.77618789672852, 273.3529472351074, -0.01921704411506653]"
48,"[189.94159698486328, 235.94228267669678, -6.763176497770473e-05]","[218.91502380371094, 228.9069414138794, 0.08229535073041916]","[244.07840728759766, 221.48446083068848, 0.0978376567363739]","[262.4505424499512, 217.7387523651123, 0.09502635151147842]","[272.50661849975586, 210.5752658843994, 0.09477144479751587]","[278.62049102783203, 207.5491189956665, 0.03248288854956627]","[306.6558265686035, 250.0444507598877, 0.059393759816884995]","[295.1356887817383, 266.6220474243164, 0.0859120711684227]","[284.8570251464844, 267.96215057373047, 0.09725973010063171]","[275.0071716308594, 210.99191665649414, -0.012235093861818314]","[301.20922088623047, 262.77002334594727, 0.017316482961177826]","[281.9837188720703, 274.1854476928711, 0.04647735133767128]","[269.24060821533203, 268.7277889251709, 0.0580659955739975]","[267.9015922546387, 221.3899326324463, -0.050041258335113525]","[291.90521240234375, 270.42245864868164, -0.017671309411525726]","[269.77237701416016, 278.73321533203125, 0.01030468288809061]","[256.5228080749512, 271.1122226715088, 0.016531309112906456]","[258.2853126525879, 235.2305030822754, -0.08093827217817307]","[274.04624938964844, 274.73499298095703, -0.048190053552389145]","[256.7529487609863, 279.1980743408203, -0.022219965234398842]","[244.93478775024414, 269.717960357666, -0.015306958928704262]"
49,"[186.82212829589844, 234.96066570281982, -8.86549023562111e-05]","[216.43474578857422, 226.4838981628418, 0.0859152302145958]","[242.48891830444336, 218.46633911132812, 0.10472602397203445]","[261.8233299255371, 214.70272064208984, 0.10469448566436768]","[273.12191009521484, 208.24509143829346, 0.10603396594524384]","[276.8548774719238, 206.03047370910645, 0.03600161150097847]","[305.8100128173828, 249.02400970458984, 0.0643131285905838]","[295.73083877563477, 266.66845321655273, 0.09067407995462418]","[286.3352584838867, 269.35423851013184, 0.10206261277198792]","[273.4908103942871, 209.95362281799316, -0.009752720594406128]","[300.3776550292969, 261.60550117492676, 0.026110582053661346]","[282.0634078979492, 273.4706783294678, 0.05644317343831062]","[269.8306083679199, 268.8741874694824, 0.06774760037660599]","[266.4027976989746, 221.04519367218018, -0.04793588072061539]","[291.1516571044922, 269.58861351013184, -0.01027543842792511]","[269.3158531188965, 278.1807804107666, 0.01903018355369568]","[256.14614486694336, 271.2663745880127, 0.02552039735019207]","[256.54327392578125, 235.78927516937256, -0.07931545376777649]","[272.6339530944824, 274.25331115722656, -0.042673833668231964]","[255.7887077331543, 278.5605812072754, -0.014693818055093288]","[244.2477798461914, 269.39372062683105, -0.006764332763850689]"
50,"[185.2680206298828, 237.7551555633545, -6.097633013268933e-05]","[217.7890968322754, 231.74540519714355, 0.09131422638893127]","[246.70368194580078, 226.31458282470703, 0.1127811148762703]","[266.8072509765625, 224.50894832611084, 0.11506837606430054]","[278.5947608947754, 222.57538318634033, 0.1154620423913002]","[281.34998321533203, 211.5390157699585, 0.034523140639066696]","[308.487548828125, 261.0450267791748, 0.07082412391901016]","[293.56388092041016, 272.90236473083496, 0.10026918351650238]","[283.7404251098633, 269.59218978881836, 0.11257415264844894]","[277.0660591125488, 215.10874271392822, -0.011911268346011639]","[300.6205749511719, 271.1356830596924, 0.031275149434804916]","[281.49816513061523, 278.5759449005127, 0.06217765435576439]","[271.72801971435547, 271.12732887268066, 0.07279911637306213]","[268.9377212524414, 225.52552700042725, -0.050229959189891815]","[289.99868392944336, 277.74633407592773, -0.0017697395524010062]","[268.7141227722168, 282.5038719177246, 0.025824548676609993]","[258.0920600891113, 273.5490417480469, 0.02802269160747528]","[258.36570739746094, 238.52113723754883, -0.08158569782972336]","[271.3075256347656, 280.86193084716797, -0.0351349413394928]","[254.57923889160156, 284.141321182251, -0.010357851162552834]","[244.47885513305664, 274.31565284729004, -0.0051820664666593075]"
51,"[185.4564666748047, 243.87645721435547, -6.504690827568993e-05]","[219.60355758666992, 238.8797950744629, 0.09399116784334183]","[250.20715713500977, 234.3892765045166, 0.11646025627851486]","[271.47205352783203, 234.9456024169922, 0.11937948316335678]","[285.17724990844727, 236.58888816833496, 0.12131503224372864]","[284.7661018371582, 216.18412971496582, 0.03569347411394119]","[309.7283172607422, 266.5623664855957, 0.0709785744547844]","[294.1412925720215, 277.8010654449463, 0.10139384120702744]","[284.5865249633789, 272.4987316131592, 0.11551398783922195]","[280.74560165405273, 219.7613525390625, -0.011488186195492744]","[302.705135345459, 276.3862609863281, 0.03118875063955784]","[283.5249328613281, 283.86746406555176, 0.06313107162714005]","[274.8533058166504, 275.8765983581543, 0.07578451931476593]","[272.264404296875, 230.50310611724854, -0.0502285361289978]","[291.3315200805664, 282.9719066619873, -0.0019164910772815347]","[269.78036880493164, 287.85375595092773, 0.027117207646369934]","[260.2551078796387, 278.717565536499, 0.030811293050646782]","[260.67264556884766, 243.96669387817383, -0.08206502348184586]","[271.42717361450195, 286.52615547180176, -0.03469220921397209]","[255.03164291381836, 289.3235778808594, -0.01047842763364315]","[246.70415878295898, 279.0721321105957, -0.005184871144592762]"
52,"[189.6035385131836, 251.71079635620117, -4.742179226013832e-05]","[219.72612380981445, 234.94385719299316, 0.08147003501653671]","[250.1064109802246, 221.68580532073975, 0.0938219428062439]","[273.29198837280273, 209.62563514709473, 0.09200512617826462]","[281.31568908691406, 197.02194213867188, 0.09209859371185303]","[286.7631530761719, 218.83973121643066, 0.014191955327987671]","[314.8699378967285, 270.8775329589844, 0.05749497190117836]","[299.4234848022461, 278.09125900268555, 0.09299452602863312]","[290.00505447387695, 269.48023796081543, 0.10910670459270477]","[283.63256454467773, 227.06421375274658, -0.0269381832331419]","[306.1552619934082, 285.1692581176758, 0.024388303980231285]","[286.81970596313477, 287.6813507080078, 0.06204012408852577]","[277.4691390991211, 275.7802677154541, 0.07084785401821136]","[274.73033905029297, 241.12160682678223, -0.058732613921165466]","[291.56320571899414, 295.40682792663574, -0.002673227107152343]","[270.78433990478516, 295.5208969116211, 0.026697346940636635]","[262.32704162597656, 282.6573371887207, 0.02541574090719223]","[263.06501388549805, 256.97178840637207, -0.08540789783000946]","[272.7216339111328, 299.14355278015137, -0.037690144032239914]","[256.36606216430664, 298.04088592529297, -0.01385614275932312]","[247.9833984375, 285.30198097229004, -0.01196778193116188]"
53,"[190.8858871459961, 256.0286808013916, -7.902822835603729e-05]","[214.4396209716797, 226.56867027282715, 0.07395563274621964]","[247.52756118774414, 206.51813507080078, 0.08881653845310211]","[271.5661811828613, 189.0144395828247, 0.09473255276679993]","[274.6126174926758, 166.34679794311523, 0.09677398204803467]","[282.02978134155273, 214.43039417266846, 0.028293928131461143]","[311.76822662353516, 254.61227416992188, 0.07961533218622208]","[299.1664123535156, 261.7865753173828, 0.11422770470380783]","[288.68629455566406, 257.0339584350586, 0.12581861019134521]","[282.7153778076172, 233.42308044433594, -0.005877269897609949]","[305.7710266113281, 277.1872615814209, 0.05790192633867264]","[288.32210540771484, 280.92390060424805, 0.089565210044384]","[277.2190284729004, 271.82321548461914, 0.09425561130046844]","[276.25688552856445, 255.71534156799316, -0.02997664362192154]","[293.721923828125, 295.6772232055664, 0.03669646754860878]","[275.19392013549805, 297.32388496398926, 0.05719872564077377]","[265.4664993286133, 286.84329986572266, 0.04893718287348747]","[266.1136054992676, 279.6010208129883, -0.0494978167116642]","[277.15221405029297, 309.4292449951172, 0.0020805916283279657]","[261.1445999145508, 308.8765239715576, 0.026147620752453804]","[251.73999786376953, 298.93040657043457, 0.02763080596923828]"
54,"[193.7672233581543, 262.0474433898926, -0.000138577917823568]","[206.38843536376953, 222.29613304138184, 0.06690804660320282]","[234.2723274230957, 197.49891757965088, 0.08978129178285599]","[257.8300094604492, 179.57360744476318, 0.10569446533918381]","[264.75242614746094, 154.29943084716797, 0.11578646302223206]","[281.57556533813477, 211.7484426498413, 0.07162026315927505]","[304.69715118408203, 232.33839511871338, 0.13376164436340332]","[294.4675827026367, 240.79570770263672, 0.16331180930137634]","[281.9189453125, 239.89304065704346, 0.17015476524829865]","[286.88682556152344, 238.90325546264648, 0.050710126757621765]","[304.28829193115234, 258.58142852783203, 0.1288355141878128]","[290.67081451416016, 264.2940616607666, 0.15333235263824463]","[276.755313873291, 260.3056526184082, 0.1523238867521286]","[282.8183937072754, 265.9680461883545, 0.040198516100645065]","[296.39265060424805, 282.2379684448242, 0.11734305322170258]","[282.8623580932617, 284.86507415771484, 0.1362021118402481]","[268.6113929748535, 279.0168285369873, 0.12909115850925446]","[274.17797088623047, 292.7146625518799, 0.030620364472270012]","[279.94571685791016, 302.25605964660645, 0.09485029429197311]","[267.59912490844727, 301.937313079834, 0.11843100190162659]","[255.87188720703125, 296.9706916809082, 0.12298060208559036]"
55,"[188.87292861938477, 271.2315845489502, -8.465484279440716e-05]","[202.03088760375977, 231.08356475830078, 0.059230051934719086]","[231.31563186645508, 203.65407943725586, 0.07968594133853912]","[253.76226425170898, 180.14748573303223, 0.09791813045740128]","[257.4233055114746, 149.17293548583984, 0.10727818310260773]","[277.56126403808594, 221.81847095489502, 0.0667923167347908]","[303.16137313842773, 233.08781147003174, 0.1294817179441452]","[288.15168380737305, 239.10929203033447, 0.15401828289031982]","[272.1904945373535, 238.3562421798706, 0.15892615914344788]","[283.5434913635254, 250.56984901428223, 0.05563829839229584]","[303.4420394897461, 261.7938709259033, 0.13462674617767334]","[288.55709075927734, 265.68480491638184, 0.1536879539489746]","[272.50492095947266, 263.0225944519043, 0.15099234879016876]","[280.14129638671875, 278.272647857666, 0.054565947502851486]","[293.82131576538086, 286.0049629211426, 0.13276544213294983]","[279.2437744140625, 287.6810073852539, 0.14292705059051514]","[263.82457733154297, 283.84912490844727, 0.13097158074378967]","[272.58047103881836, 304.68592643737793, 0.056550730019807816]","[276.7298698425293, 306.5173530578613, 0.12360426783561707]","[263.61013412475586, 305.51965713500977, 0.14325647056102753]","[251.82899475097656, 302.4231719970703, 0.14469757676124573]"
56,"[184.78628158569336, 276.9073963165283, -8.066928421612829e-05]","[201.22791290283203, 237.8679656982422, 0.05707833915948868]","[232.52063751220703, 211.4157199859619, 0.07451345771551132]","[255.51523208618164, 188.6831760406494, 0.09008259326219559]","[258.7835693359375, 158.38797569274902, 0.09622842818498611]","[282.5344657897949, 230.12389183044434, 0.05308859050273895]","[304.2787742614746, 241.68150901794434, 0.11635205149650574]","[289.88391876220703, 248.80145072937012, 0.1439327597618103]","[274.5541191101074, 249.02243614196777, 0.14962507784366608]","[287.25830078125, 258.9101314544678, 0.04344506561756134]","[303.68663787841797, 270.4603958129883, 0.12388847768306732]","[289.29725646972656, 275.2702045440674, 0.14735127985477448]","[273.4010696411133, 272.92330741882324, 0.1458321362733841]","[282.54100799560547, 286.3084888458252, 0.04375679790973663]","[291.3032341003418, 292.8976249694824, 0.12426626682281494]","[277.6278305053711, 295.2227210998535, 0.1348634660243988]","[263.1780433654785, 292.0623207092285, 0.11986690014600754]","[274.1496276855469, 312.27041244506836, 0.04780616983771324]","[275.9294319152832, 312.5016117095947, 0.11822890490293503]","[262.6174545288086, 311.7824935913086, 0.13663940131664276]","[251.2177848815918, 308.981351852417, 0.13546384871006012]"
